,daily change
2016-07-26,SMANEG
2016-07-27,SMANEG
2016-07-28,SMANEG
2016-07-29,MEDNEG
2016-07-30,MEDNEG
2016-07-31,MEDNEG
2016-08-01,MEDNEG
2016-08-02,MEDPOS
2016-08-03,SMANEG
2016-08-04,BIGPOS
2016-08-05,SMANEG
2016-08-06,SMANEG
2016-08-07,SMANEG
2016-08-08,SMAPOS
2016-08-09,MEDNEG
2016-08-10,MEDPOS
2016-08-11,MEDNEG
2016-08-12,MEDPOS
2016-08-13,MEDPOS
2016-08-14,MEDPOS
2016-08-15,MEDNEG
2016-08-16,SMAPOS
2016-08-17,SMAPOS
2016-08-18,MEDNEG
2016-08-19,SMANEG
2016-08-20,SMANEG
2016-08-21,SMANEG
2016-08-22,SMAPOS
2016-08-23,MEDNEG
2016-08-24,MEDNEG
2016-08-25,MEDNEG
2016-08-26,MEDPOS
2016-08-27,MEDPOS
2016-08-28,MEDPOS
2016-08-29,MEDNEG
2016-08-30,MEDNEG
2016-08-31,SMAPOS
2016-09-01,MEDPOS
2016-09-02,MEDPOS
2016-09-03,MEDPOS
2016-09-04,MEDPOS
2016-09-05,MEDPOS
2016-09-06,SMANEG
2016-09-07,MEDNEG
2016-09-08,BIGNEG
2016-09-09,BIGPOS
2016-09-10,BIGPOS
2016-09-11,BIGPOS
2016-09-12,BIGNEG
2016-09-13,MEDNEG
2016-09-14,BIGPOS
2016-09-15,MEDNEG
2016-09-16,SMANEG
2016-09-17,SMANEG
2016-09-18,SMANEG
2016-09-19,SMAPOS
2016-09-20,BIGPOS
2016-09-21,MEDPOS
2016-09-22,BIGNEG
2016-09-23,BIGNEG
2016-09-24,BIGNEG
2016-09-25,BIGNEG
2016-09-26,BIGPOS
2016-09-27,MEDPOS
2016-09-28,BIGNEG
2016-09-29,BIGPOS
2016-09-30,MEDNEG
2016-10-01,MEDNEG
2016-10-02,MEDNEG
2016-10-03,MEDNEG
2016-10-04,MEDPOS
2016-10-05,SMANEG
2016-10-06,MEDNEG
2016-10-07,MEDPOS
2016-10-08,MEDPOS
2016-10-09,MEDPOS
2016-10-10,BIGNEG
2016-10-11,SMAPOS
2016-10-12,MEDNEG
2016-10-13,MEDPOS
2016-10-14,MEDNEG
2016-10-15,MEDNEG
2016-10-16,MEDNEG
2016-10-17,MEDPOS
2016-10-18,MEDPOS
2016-10-19,MEDNEG
2016-10-20,SMANEG
2016-10-21,MEDPOS
2016-10-22,MEDPOS
2016-10-23,MEDPOS
2016-10-24,MEDNEG
2016-10-25,MEDPOS
2016-10-26,MEDNEG
2016-10-27,SMANEG
2016-10-28,SMANEG
2016-10-29,SMANEG
2016-10-30,SMANEG
2016-10-31,MEDNEG
2016-11-01,MEDNEG
2016-11-02,MEDNEG
2016-11-03,MEDNEG
2016-11-04,BIGPOS
2016-11-05,BIGPOS
2016-11-06,BIGPOS
2016-11-07,MEDPOS
2016-11-08,BIGPOS
2016-11-09,BIGPOS
2016-11-10,MEDPOS
2016-11-11,SMAPOS
2016-11-12,SMAPOS
2016-11-13,SMAPOS
2016-11-14,MEDPOS
2016-11-15,MEDNEG
2016-11-16,MEDPOS
2016-11-17,MEDNEG
2016-11-18,MEDPOS
2016-11-19,MEDPOS
2016-11-20,MEDPOS
2016-11-21,MEDPOS
2016-11-22,MEDPOS
2016-11-23,MEDPOS
2016-11-24,MEDPOS
2016-11-25,MEDNEG
2016-11-26,MEDNEG
2016-11-27,MEDNEG
2016-11-28,SMAPOS
2016-11-29,SMAPOS
2016-11-30,MEDPOS
2016-12-01,SMANEG
2016-12-02,MEDPOS
2016-12-03,MEDPOS
2016-12-04,MEDPOS
2016-12-05,MEDPOS
2016-12-06,BIGPOS
2016-12-07,MEDPOS
2016-12-08,BIGPOS
2016-12-09,MEDPOS
2016-12-10,MEDPOS
2016-12-11,MEDPOS
2016-12-12,MEDPOS
2016-12-13,MEDNEG
2016-12-14,MEDPOS
2016-12-15,SMANEG
2016-12-16,MEDPOS
2016-12-17,MEDPOS
2016-12-18,MEDPOS
2016-12-19,MEDPOS
2016-12-20,MEDNEG
2016-12-21,SMANEG
2016-12-22,SMAPOS
2016-12-23,SMAPOS
2016-12-24,SMAPOS
2016-12-25,SMAPOS
2016-12-26,SMAPOS
2016-12-27,MEDNEG
2016-12-28,SMANEG
2016-12-29,MEDNEG
2016-12-30,MEDPOS
2016-12-31,MEDPOS
2017-01-01,MEDPOS
2017-01-02,MEDPOS
2017-01-03,MEDPOS
2017-01-04,MEDNEG
2017-01-05,MEDPOS
2017-01-06,MEDNEG
2017-01-07,MEDNEG
2017-01-08,MEDNEG
2017-01-09,MEDNEG
2017-01-10,MEDPOS
2017-01-11,MEDNEG
2017-01-12,SMANEG
2017-01-13,MEDNEG
2017-01-14,MEDNEG
2017-01-15,MEDNEG
2017-01-16,MEDNEG
2017-01-17,SMANEG
2017-01-18,MEDNEG
2017-01-19,MEDPOS
2017-01-20,MEDNEG
2017-01-21,MEDNEG
2017-01-22,MEDNEG
2017-01-23,MEDPOS
2017-01-24,BIGPOS
2017-01-25,MEDPOS
2017-01-26,SMANEG
2017-01-27,MEDNEG
2017-01-28,MEDNEG
2017-01-29,MEDNEG
2017-01-30,MEDNEG
2017-01-31,SMAPOS
2017-02-01,SMANEG
2017-02-02,BIGPOS
2017-02-03,SMANEG
2017-02-04,SMANEG
2017-02-05,SMANEG
2017-02-06,MEDPOS
2017-02-07,MEDNEG
2017-02-08,MEDPOS
2017-02-09,MEDPOS
2017-02-10,BIGPOS
2017-02-11,BIGPOS
2017-02-12,BIGPOS
2017-02-13,MEDPOS
2017-02-14,MEDPOS
2017-02-15,SMAPOS
2017-02-16,SMAPOS
2017-02-17,MEDPOS
2017-02-18,MEDPOS
2017-02-19,MEDPOS
2017-02-20,MEDPOS
2017-02-21,MEDPOS
2017-02-22,MEDPOS
2017-02-23,SMAPOS
2017-02-24,SMAPOS
2017-02-25,SMAPOS
2017-02-26,SMAPOS
2017-02-27,SMANEG
2017-02-28,BIGPOS
2017-03-01,MEDNEG
2017-03-02,SMAPOS
2017-03-03,MEDNEG
2017-03-04,MEDNEG
2017-03-05,MEDNEG
2017-03-06,MEDNEG
2017-03-07,MEDNEG
2017-03-08,SMAPOS
2017-03-09,MEDPOS
2017-03-10,SMANEG
2017-03-11,SMANEG
2017-03-12,SMANEG
2017-03-13,MEDNEG
2017-03-14,MEDPOS
2017-03-15,SMANEG
2017-03-16,SMANEG
2017-03-17,SMANEG
2017-03-18,SMANEG
2017-03-19,SMANEG
2017-03-20,BIGNEG
2017-03-21,SMANEG
2017-03-22,SMANEG
2017-03-23,MEDNEG
2017-03-24,MEDNEG
2017-03-25,MEDNEG
2017-03-26,MEDNEG
2017-03-27,BIGPOS
2017-03-28,MEDNEG
2017-03-29,MEDPOS
2017-03-30,MEDNEG
2017-03-31,SMANEG
2017-04-01,SMANEG
2017-04-02,SMANEG
2017-04-03,MEDPOS
2017-04-04,MEDNEG
2017-04-05,SMAPOS
2017-04-06,SMANEG
2017-04-07,SMAPOS
2017-04-08,SMAPOS
2017-04-09,SMAPOS
2017-04-10,SMANEG
2017-04-11,MEDNEG
2017-04-12,BIGNEG
2017-04-13,BIGPOS
2017-04-14,BIGPOS
2017-04-15,BIGPOS
2017-04-16,BIGPOS
2017-04-17,MEDNEG
2017-04-18,MEDNEG
2017-04-19,BIGPOS
2017-04-20,MEDNEG
2017-04-21,BIGPOS
2017-04-22,BIGPOS
2017-04-23,BIGPOS
2017-04-24,BIGPOS
2017-04-25,SMANEG
2017-04-26,SMAPOS
2017-04-27,MEDNEG
2017-04-28,MEDNEG
2017-04-29,MEDNEG
2017-04-30,MEDNEG
2017-05-01,MEDPOS
2017-05-02,SMAPOS
2017-05-03,SMANEG
2017-05-04,MEDPOS
2017-05-05,SMAPOS
2017-05-06,SMAPOS
2017-05-07,SMAPOS
2017-05-08,MEDNEG
2017-05-09,MEDNEG
2017-05-10,SMANEG
2017-05-11,SMANEG
2017-05-12,MEDPOS
2017-05-13,MEDPOS
2017-05-14,MEDPOS
2017-05-15,SMANEG
2017-05-16,BIGNEG
2017-05-17,MEDPOS
2017-05-18,BIGPOS
2017-05-19,MEDPOS
2017-05-20,MEDPOS
2017-05-21,MEDPOS
2017-05-22,MEDPOS
2017-05-23,MEDPOS
2017-05-24,MEDPOS
2017-05-25,SMANEG
2017-05-26,MEDNEG
2017-05-27,MEDNEG
2017-05-28,MEDNEG
2017-05-29,MEDNEG
2017-05-30,SMANEG
2017-05-31,BIGPOS
2017-06-01,MEDPOS
2017-06-02,SMANEG
2017-06-03,SMANEG
2017-06-04,SMANEG
2017-06-05,MEDNEG
2017-06-06,MEDPOS
2017-06-07,SMAPOS
2017-06-08,MEDPOS
2017-06-09,MEDNEG
2017-06-10,MEDNEG
2017-06-11,MEDNEG
2017-06-12,MEDPOS
2017-06-13,MEDPOS
2017-06-14,SMANEG
2017-06-15,SMAPOS
2017-06-16,BIGPOS
2017-06-17,BIGPOS
2017-06-18,BIGPOS
2017-06-19,MEDNEG
2017-06-20,MEDNEG
2017-06-21,SMANEG
2017-06-22,SMANEG
2017-06-23,SMAPOS
2017-06-24,SMAPOS
2017-06-25,SMAPOS
2017-06-26,MEDNEG
2017-06-27,BIGPOS
2017-06-28,BIGNEG
2017-06-29,MEDPOS
2017-06-30,BIGPOS
2017-07-01,BIGPOS
2017-07-02,BIGPOS
2017-07-03,SMANEG
2017-07-04,SMANEG
2017-07-05,BIGNEG
2017-07-06,MEDPOS
2017-07-07,SMANEG
2017-07-08,SMANEG
2017-07-09,SMANEG
2017-07-10,SMAPOS
2017-07-11,BIGPOS
2017-07-12,SMAPOS
2017-07-13,MEDPOS
2017-07-14,SMANEG
2017-07-15,SMANEG
2017-07-16,SMANEG
2017-07-17,MEDNEG
2017-07-18,MEDPOS
2017-07-19,MEDNEG
2017-07-20,MEDNEG
2017-07-21,MEDNEG
2017-07-22,MEDNEG
2017-07-23,MEDNEG
2017-07-24,MEDPOS
2017-07-25,MEDPOS
2017-07-26,MEDPOS
2017-07-27,MEDPOS
2017-07-28,MEDPOS
2017-07-29,MEDPOS
2017-07-30,MEDPOS
2017-07-31,MEDPOS
2017-08-01,MEDPOS
2017-08-02,SMAPOS
2017-08-03,MEDPOS
2017-08-04,SMAPOS
2017-08-05,SMAPOS
2017-08-06,SMAPOS
2017-08-07,MEDNEG
2017-08-08,MEDNEG
2017-08-09,BIGNEG
2017-08-10,SMAPOS
2017-08-11,BIGPOS
2017-08-12,BIGPOS
2017-08-13,BIGPOS
2017-08-14,SMAPOS
2017-08-15,SMAPOS
2017-08-16,BIGNEG
2017-08-17,MEDNEG
2017-08-18,MEDPOS
2017-08-19,MEDPOS
2017-08-20,MEDPOS
2017-08-21,BIGPOS
2017-08-22,MEDNEG
2017-08-23,MEDNEG
2017-08-24,MEDPOS
2017-08-25,SMANEG
2017-08-26,SMANEG
2017-08-27,SMANEG
2017-08-28,MEDPOS
2017-08-29,SMAPOS
2017-08-30,MEDPOS
2017-08-31,MEDPOS
2017-09-01,BIGNEG
2017-09-02,BIGNEG
2017-09-03,BIGNEG
2017-09-04,BIGNEG
2017-09-05,MEDPOS
2017-09-06,SMANEG
2017-09-07,SMAPOS
2017-09-08,BIGPOS
2017-09-09,BIGPOS
2017-09-10,BIGPOS
2017-09-11,MEDPOS
2017-09-12,MEDPOS
2017-09-13,MEDPOS
2017-09-14,MEDPOS
2017-09-15,MEDPOS
2017-09-16,MEDPOS
2017-09-17,MEDPOS
2017-09-18,MEDPOS
2017-09-19,MEDPOS
2017-09-20,MEDNEG
2017-09-21,SMANEG
2017-09-22,MEDNEG
2017-09-23,MEDNEG
2017-09-24,MEDNEG
2017-09-25,SMANEG
2017-09-26,MEDPOS
2017-09-27,MEDPOS
2017-09-28,SMAPOS
2017-09-29,BIGPOS
2017-09-30,BIGPOS
2017-10-01,BIGPOS
2017-10-02,MEDPOS
2017-10-03,SMAPOS
2017-10-04,MEDPOS
2017-10-05,SMANEG
2017-10-06,SMANEG
2017-10-07,SMANEG
2017-10-08,SMANEG
2017-10-09,MEDPOS
2017-10-10,MEDPOS
2017-10-11,MEDNEG
2017-10-12,MEDPOS
2017-10-13,MEDPOS
2017-10-14,MEDPOS
2017-10-15,MEDPOS
2017-10-16,MEDPOS
2017-10-17,BIGPOS
2017-10-18,SMAPOS
2017-10-19,BIGPOS
2017-10-20,MEDNEG
2017-10-21,MEDNEG
2017-10-22,MEDNEG
2017-10-23,BIGPOS
2017-10-24,MEDNEG
2017-10-25,MEDPOS
2017-10-26,MEDPOS
2017-10-27,MEDNEG
2017-10-28,MEDNEG
2017-10-29,MEDNEG
2017-10-30,SMAPOS
2017-10-31,MEDPOS
2017-11-01,MEDPOS
2017-11-02,SMAPOS
2017-11-03,SMAPOS
2017-11-04,SMAPOS
2017-11-05,SMAPOS
2017-11-06,SMAPOS
2017-11-07,SMAPOS
2017-11-08,MEDNEG
2017-11-09,MEDNEG
2017-11-10,SMAPOS
2017-11-11,SMAPOS
2017-11-12,SMAPOS
2017-11-13,MEDNEG
2017-11-14,BIGNEG
2017-11-15,BIGPOS
2017-11-16,MEDNEG
2017-11-17,MEDPOS
2017-11-18,MEDPOS
2017-11-19,MEDPOS
2017-11-20,BIGPOS
2017-11-21,MEDNEG
2017-11-22,MEDPOS
2017-11-23,MEDPOS
2017-11-24,SMAPOS
2017-11-25,SMAPOS
2017-11-26,SMAPOS
2017-11-27,BIGPOS
2017-11-28,MEDPOS
2017-11-29,BIGPOS
2017-11-30,MEDNEG
2017-12-01,MEDPOS
2017-12-02,MEDPOS
2017-12-03,MEDPOS
2017-12-04,MEDNEG
2017-12-05,MEDNEG
2017-12-06,MEDPOS
2017-12-07,MEDPOS
2017-12-08,MEDPOS
2017-12-09,MEDPOS
2017-12-10,MEDPOS
2017-12-11,MEDPOS
2017-12-12,MEDPOS
2017-12-13,MEDNEG
2017-12-14,BIGPOS
2017-12-15,BIGPOS
2017-12-16,BIGPOS
2017-12-17,BIGPOS
2017-12-18,MEDNEG
2017-12-19,MEDNEG
2017-12-20,MEDPOS
2017-12-21,MEDNEG
2017-12-22,SMANEG
2017-12-23,SMANEG
2017-12-24,SMANEG
2017-12-25,SMANEG
2017-12-26,SMAPOS
2017-12-27,MEDPOS
2017-12-28,MEDNEG
2017-12-29,MEDPOS
2017-12-30,MEDPOS
2017-12-31,MEDPOS
2018-01-01,MEDPOS
2018-01-02,MEDPOS
2018-01-03,BIGPOS
2018-01-04,BIGPOS
2018-01-05,SMANEG
2018-01-06,SMANEG
2018-01-07,SMANEG
2018-01-08,MEDPOS
2018-01-09,SMANEG
2018-01-10,BIGPOS
2018-01-11,BIGPOS
2018-01-12,SMANEG
2018-01-13,SMANEG
2018-01-14,SMANEG
2018-01-15,SMANEG
2018-01-16,BIGPOS
2018-01-17,MEDNEG
2018-01-18,MEDPOS
2018-01-19,BIGPOS
2018-01-20,BIGPOS
2018-01-21,BIGPOS
2018-01-22,SMANEG
2018-01-23,MEDPOS
2018-01-24,BIGPOS
2018-01-25,BIGPOS
2018-01-26,BIGNEG
2018-01-27,BIGNEG
2018-01-28,BIGNEG
2018-01-29,BIGNEG
2018-01-30,MEDPOS
2018-01-31,MEDPOS
2018-02-01,BIGNEG
2018-02-02,BIGNEG
2018-02-03,BIGNEG
2018-02-04,BIGNEG
2018-02-05,BIGPOS
2018-02-06,SMANEG
2018-02-07,BIGNEG
2018-02-08,BIGPOS
2018-02-09,BIGPOS
2018-02-10,BIGPOS
2018-02-11,BIGPOS
2018-02-12,MEDPOS
2018-02-13,BIGPOS
2018-02-14,BIGPOS
2018-02-15,SMAPOS
2018-02-16,BIGNEG
2018-02-17,BIGNEG
2018-02-18,BIGNEG
2018-02-19,BIGNEG
2018-02-20,BIGNEG
2018-02-21,BIGPOS
2018-02-22,BIGPOS
2018-02-23,BIGPOS
2018-02-24,BIGPOS
2018-02-25,BIGPOS
2018-02-26,BIGNEG
2018-02-27,BIGNEG
2018-02-28,BIGNEG
2018-03-01,MEDNEG
2018-03-02,BIGPOS
2018-03-03,BIGPOS
2018-03-04,BIGPOS
2018-03-05,SMAPOS
2018-03-06,MEDNEG
2018-03-07,MEDPOS
2018-03-08,BIGPOS
2018-03-09,BIGNEG
2018-03-10,BIGNEG
2018-03-11,BIGNEG
2018-03-12,BIGNEG
2018-03-13,BIGNEG
2018-03-14,MEDPOS
2018-03-15,MEDPOS
2018-03-16,BIGNEG
2018-03-17,BIGNEG
2018-03-18,BIGNEG
2018-03-19,MEDPOS
2018-03-20,MEDNEG
2018-03-21,BIGNEG
2018-03-22,BIGNEG
2018-03-23,BIGPOS
2018-03-24,BIGPOS
2018-03-25,BIGPOS
2018-03-26,BIGNEG
2018-03-27,SMANEG
2018-03-28,BIGPOS
2018-03-29,BIGNEG
2018-03-30,BIGNEG
2018-03-31,BIGNEG
2018-04-01,BIGNEG
2018-04-02,BIGPOS
2018-04-03,BIGPOS
2018-04-04,BIGPOS
2018-04-05,BIGNEG
2018-04-06,MEDPOS
2018-04-07,MEDPOS
2018-04-08,MEDPOS
2018-04-09,BIGPOS
2018-04-10,BIGNEG
2018-04-11,BIGPOS
2018-04-12,MEDNEG
2018-04-13,BIGPOS
2018-04-14,BIGPOS
2018-04-15,BIGPOS
2018-04-16,BIGPOS
2018-04-17,MEDNEG
2018-04-18,MEDNEG
2018-04-19,BIGNEG
2018-04-20,SMANEG
2018-04-21,SMANEG
2018-04-22,SMANEG
2018-04-23,BIGNEG
2018-04-24,MEDPOS
2018-04-25,BIGPOS
2018-04-26,SMANEG
2018-04-27,BIGNEG
2018-04-28,BIGNEG
2018-04-29,BIGNEG
2018-04-30,MEDNEG
2018-05-01,BIGNEG
2018-05-02,SMAPOS
2018-05-03,BIGPOS
2018-05-04,MEDPOS
2018-05-05,MEDPOS
2018-05-06,MEDPOS
2018-05-07,SMAPOS
2018-05-08,BIGPOS
2018-05-09,BIGPOS
2018-05-10,MEDPOS
2018-05-11,MEDPOS
2018-05-12,MEDPOS
2018-05-13,MEDPOS
2018-05-14,BIGNEG
2018-05-15,MEDPOS
2018-05-16,MEDNEG
2018-05-17,SMAPOS
2018-05-18,BIGPOS
2018-05-19,BIGPOS
2018-05-20,BIGPOS
2018-05-21,BIGNEG
2018-05-22,MEDPOS
2018-05-23,MEDNEG
2018-05-24,MEDNEG
2018-05-25,BIGNEG
2018-05-26,BIGNEG
2018-05-27,BIGNEG
2018-05-28,BIGNEG
2018-05-29,BIGPOS
2018-05-30,BIGNEG
2018-05-31,BIGPOS
2018-06-01,BIGPOS
2018-06-02,BIGPOS
2018-06-03,BIGPOS
2018-06-04,SMANEG
2018-06-05,BIGPOS
2018-06-06,MEDPOS
2018-06-07,MEDPOS
2018-06-08,SMAPOS
2018-06-09,SMAPOS
2018-06-10,SMAPOS
2018-06-11,SMANEG
2018-06-12,MEDNEG
2018-06-13,SMANEG
2018-06-14,MEDNEG
2018-06-15,MEDNEG
2018-06-16,MEDNEG
2018-06-17,MEDNEG
2018-06-18,BIGNEG
2018-06-19,MEDNEG
2018-06-20,BIGNEG
2018-06-21,MEDPOS
2018-06-22,BIGNEG
2018-06-23,BIGNEG
2018-06-24,BIGNEG
2018-06-25,MEDPOS
2018-06-26,BIGNEG
2018-06-27,MEDPOS
2018-06-28,MEDPOS
2018-06-29,MEDPOS
2018-06-30,MEDPOS
2018-07-01,MEDPOS
2018-07-02,BIGNEG
2018-07-03,BIGPOS
2018-07-04,BIGPOS
2018-07-05,MEDPOS
2018-07-06,BIGPOS
2018-07-07,BIGPOS
2018-07-08,BIGPOS
2018-07-09,BIGPOS
2018-07-10,BIGNEG
2018-07-11,BIGPOS
2018-07-12,MEDPOS
2018-07-13,MEDPOS
2018-07-14,MEDPOS
2018-07-15,MEDPOS
2018-07-16,MEDPOS
2018-07-17,MEDPOS
2018-07-18,BIGNEG
2018-07-19,SMANEG
2018-07-20,SMANEG
2018-07-21,SMANEG
2018-07-22,SMANEG
2018-07-23,BIGPOS
2018-07-24,BIGPOS
2018-07-25,MEDPOS
2018-07-26,MEDNEG
2018-07-27,BIGNEG
2018-07-28,BIGNEG
2018-07-29,BIGNEG
2018-07-30,MEDPOS
2018-07-31,MEDNEG
2018-08-01,SMANEG
2018-08-02,BIGPOS
2018-08-03,MEDPOS
2018-08-04,MEDPOS
2018-08-05,MEDPOS
2018-08-06,BIGPOS
2018-08-07,MEDNEG
2018-08-08,MEDNEG
2018-08-09,BIGNEG
2018-08-10,MEDNEG
2018-08-11,MEDNEG
2018-08-12,MEDNEG
2018-08-13,MEDPOS
2018-08-14,BIGNEG
2018-08-15,BIGPOS
2018-08-16,MEDPOS
2018-08-17,MEDPOS
2018-08-18,MEDPOS
2018-08-19,MEDPOS
2018-08-20,MEDPOS
2018-08-21,MEDNEG
2018-08-22,MEDNEG
2018-08-23,BIGPOS
2018-08-24,BIGPOS
2018-08-25,BIGPOS
2018-08-26,BIGPOS
2018-08-27,SMAPOS
2018-08-28,MEDPOS
2018-08-29,BIGNEG
2018-08-30,SMANEG
2018-08-31,SMANEG
2018-09-01,SMANEG
2018-09-02,SMANEG
2018-09-03,SMANEG
2018-09-04,SMAPOS
2018-09-05,SMAPOS
2018-09-06,MEDNEG
2018-09-07,MEDNEG
2018-09-08,MEDNEG
2018-09-09,MEDNEG
2018-09-10,MEDPOS
2018-09-11,SMAPOS
2018-09-12,BIGPOS
2018-09-13,SMAPOS
2018-09-14,MEDNEG
2018-09-15,MEDNEG
2018-09-16,MEDNEG
2018-09-17,BIGPOS
2018-09-18,BIGPOS
2018-09-19,BIGPOS
2018-09-20,MEDPOS
2018-09-21,BIGNEG
2018-09-22,BIGNEG
2018-09-23,BIGNEG
2018-09-24,MEDNEG
2018-09-25,MEDNEG
2018-09-26,MEDPOS
2018-09-27,SMAPOS
2018-09-28,BIGPOS
2018-09-29,BIGPOS
2018-09-30,BIGPOS
2018-10-01,BIGPOS
2018-10-02,MEDPOS
2018-10-03,BIGNEG
2018-10-04,BIGNEG
2018-10-05,MEDPOS
